epoch,l_wl,l_cong,l_dh,l_ds,loss,proxy,w_wl,w_dh,w_ds,w_cong,delta_proxy,adapt_step
257,0.05245495588,1.420342803,0.5801351666,0,1.052693963,,1,0.5,0,0.5,,
258,0.05245674029,1.420140624,0.5798674822,0,1.05246079,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=259 sur_raw(wl,dh,cong)=(0.0524605,0.579309,1.41974) px_raw(wl,den,cong)=(0.0649508,0.579308,1.19056) pv=0.949887 sur_n=1.0026/0.7134/0.9308 px_n=1.0136/0.7134/1.0483 gap_n(sur-px)=-0.0110/+0.0000/-0.1175 max_abs_gap=congestion(0.1175)
259,0.05245859548,1.419951558,0.5795826316,0,1.052225709,0.9498868693,1,0.5,0,0.5,,
260,0.05246051773,1.419736147,0.5793085694,0,1.05198288,,1,0.5,0,0.5,,
261,0.05246240273,1.41968441,0.5790412426,0,1.051825285,,1,0.5,0,0.5,,
262,0.05246422812,1.419524431,0.5787857771,0,1.051619291,,1,0.5,0,0.5,,
263,0.05246609822,1.419374824,0.5785275102,0,1.051417232,,1,0.5,0,0.5,,
264,0.05246804282,1.419182777,0.5782791376,0,1.051198959,,1,0.5,0,0.5,,
265,0.05246987194,1.418937683,0.5780290961,0,1.050953269,,1,0.5,0,0.5,,
266,0.05247169733,1.418702483,0.5777850151,0,1.050715446,,1,0.5,0,0.5,,
267,0.05247355625,1.41843915,0.5775285363,0,1.050457358,,1,0.5,0,0.5,,
268,0.05247538164,1.418241739,0.5772849917,0,1.050238729,,1,0.5,0,0.5,,
269,0.05247719586,1.420020938,0.5770319104,0,1.051003695,,1,0.5,0,0.5,,
270,0.0524790436,1.419173479,0.5767873526,0,1.050459385,,1,0.5,0,0.5,,
271,0.05248077586,1.419084787,0.5765730143,0,1.050309658,,1,0.5,0,0.5,,
272,0.05248252302,1.418857217,0.5763399005,0,1.050081015,,1,0.5,0,0.5,,
273,0.05248410627,1.418619871,0.5761234164,0,1.049855709,,1,0.5,0,0.5,,
274,0.05248560384,1.418450713,0.57590276,0,1.049662352,,1,0.5,0,0.5,,
275,0.05248709768,1.418198943,0.5756977201,0,1.049435377,,1,0.5,0,0.5,,
276,0.0524886921,1.417971849,0.5754896402,0,1.04921937,,1,0.5,0,0.5,,
277,0.05249059573,1.417759776,0.5752743483,0,1.049007654,,1,0.5,0,0.5,,
278,0.05249255896,1.417602658,0.5750513673,0,1.048819542,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=279 sur_raw(wl,dh,cong)=(0.0524962,0.574641,1.41722) px_raw(wl,den,cong)=(0.0650229,0.574641,1.1875) pv=0.946092 sur_n=1.0033/0.7077/0.9292 px_n=1.0147/0.7077/1.0456 gap_n(sur-px)=-0.0115/+0.0000/-0.1165 max_abs_gap=congestion(0.1165)
279,0.05249442905,1.417433381,0.5748634338,0,1.048642874,0.9460917201,1,0.5,0,0.5,,
280,0.05249623954,1.417221546,0.5746414661,0,1.04842782,,1,0.5,0,0.5,,
281,0.05249794573,1.415287375,0.5744271278,0,1.047355175,,1,0.5,0,0.5,,
282,0.05249962211,1.415047407,0.5742172599,0,1.047132015,,1,0.5,0,0.5,,
283,0.05250124633,1.414767742,0.5740005374,0,1.046885371,,1,0.5,0,0.5,,
284,0.05250294134,1.414645314,0.5737914443,0,1.046721339,,1,0.5,0,0.5,,
285,0.05250466987,1.414446235,0.5735850334,0,1.046520233,,1,0.5,0,0.5,,
286,0.05250633135,1.41490221,0.573366642,0,1.046640754,,1,0.5,0,0.5,,
287,0.052507855,1.414726377,0.5731571913,0,1.046449661,,1,0.5,0,0.5,,
288,0.05250936002,1.415442705,0.5729681253,0,1.046714783,,1,0.5,0,0.5,,
289,0.05251091719,1.415263653,0.5727716684,0,1.046528578,,1,0.5,0,0.5,,
290,0.05251241475,1.415223002,0.572561264,0,1.0464046,,1,0.5,0,0.5,,
291,0.05251392722,1.415032744,0.5723710656,0,1.046215773,,1,0.5,0,0.5,,
292,0.05251544341,1.414797902,0.5721794367,0,1.046004057,,1,0.5,0,0.5,,
293,0.05251687765,1.41305542,0.5719777942,0,1.045033455,,1,0.5,0,0.5,,
294,0.05251844227,1.412864327,0.5717796087,0,1.044840336,,1,0.5,0,0.5,,
295,0.05252002925,1.412723899,0.571574986,0,1.044669509,,1,0.5,0,0.5,,
296,0.05252163485,1.412566423,0.571369946,0,1.044489861,,1,0.5,0,0.5,,
297,0.0525232479,1.412721515,0.5711587667,0,1.044463396,,1,0.5,0,0.5,,
298,0.05252495408,1.412522674,0.5709875822,0,1.044280052,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=299 sur_raw(wl,dh,cong)=(0.052528,0.570565,1.41225) px_raw(wl,den,cong)=(0.0650859,0.570565,1.18706) pv=0.943897 sur_n=1.0039/0.7027/0.9259 px_n=1.0157/0.7027/1.0453 gap_n(sur-px)=-0.0118/+0.0000/-0.1193 max_abs_gap=congestion(0.1193)
299,0.05252655596,1.412379861,0.5707721114,0,1.04410255,0.9438972858,1,0.5,0,0.5,,
300,0.05252803862,1.412254214,0.5705647469,0,1.043937445,,1,0.5,0,0.5,,
301,0.05252949521,1.412081838,0.570389688,0,1.043765306,,1,0.5,0,0.5,,
302,0.05253101513,1.411862969,0.5702239871,0,1.043574452,,1,0.5,0,0.5,,
303,0.0525326021,1.413937926,0.5700184703,0,1.044510841,,1,0.5,0,0.5,,
304,0.05253412947,1.413774252,0.5698385239,0,1.044340491,,1,0.5,0,0.5,,
305,0.05253550783,1.413645983,0.5696434379,0,1.044180155,,1,0.5,0,0.5,,
306,0.05253680423,1.41354382,0.5694375634,0,1.044027567,,1,0.5,0,0.5,,
307,0.05253819004,1.413350463,0.5692407489,0,1.043833733,,1,0.5,0,0.5,,
308,0.0525397025,1.413155437,0.5690428019,0,1.043638825,,1,0.5,0,0.5,,
309,0.0525412634,1.412871003,0.5688412189,0,1.043397427,,1,0.5,0,0.5,,
310,0.05254282802,1.412737012,0.5686901212,0,1.043256402,,1,0.5,0,0.5,,
311,0.05254435539,1.41260922,0.568516016,0,1.043107033,,1,0.5,0,0.5,,
312,0.05254589394,1.412415266,0.5683282614,0,1.042917728,,1,0.5,0,0.5,,
313,0.05254724249,1.412318707,0.5681598186,0,1.042786479,,1,0.5,0,0.5,,
314,0.0525486432,1.412168622,0.5679678917,0,1.042616844,,1,0.5,0,0.5,,
315,0.05255000293,1.412005424,0.5678110719,0,1.042458296,,1,0.5,0,0.5,,
316,0.0525514558,1.41191268,0.5676476955,0,1.042331696,,1,0.5,0,0.5,,
317,0.05255287513,1.411735058,0.5674802661,0,1.042160511,,1,0.5,0,0.5,,
318,0.05255417153,1.411551118,0.5673092604,0,1.04198432,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=319 sur_raw(wl,dh,cong)=(0.0525567,0.566985,1.41118) px_raw(wl,den,cong)=(0.0651472,0.566985,1.18998) pv=0.943629 sur_n=1.0044/0.6983/0.9252 px_n=1.0167/0.6983/1.0478 gap_n(sur-px)=-0.0123/+0.0000/-0.1226 max_abs_gap=congestion(0.1226)
319,0.05255549029,1.411392093,0.567137897,0,1.041820526,0.9436290332,1,0.5,0,0.5,,
320,0.05255674198,1.411179781,0.5669851303,0,1.041639209,,1,0.5,0,0.5,,
321,0.05255809054,1.411014199,0.5668272376,0,1.041478872,,1,0.5,0,0.5,,
322,0.05255949125,1.410944581,0.5666580796,0,1.041360855,,1,0.5,0,0.5,,
323,0.05256100371,1.410838723,0.5664756298,0,1.041218162,,1,0.5,0,0.5,,
324,0.05256244913,1.410901666,0.5662787557,0,1.041152716,,1,0.5,0,0.5,,
325,0.05256376788,1.41072011,0.566095829,0,1.040971756,,1,0.5,0,0.5,,
326,0.05256511271,1.410559773,0.5659319758,0,1.040811062,,1,0.5,0,0.5,,
327,0.05256648734,1.410408139,0.5657824874,0,1.040661812,,1,0.5,0,0.5,,
328,0.05256791785,1.410273552,0.565657258,0,1.040533304,,1,0.5,0,0.5,,
329,0.05256935582,1.410087109,0.56552279,0,1.040374279,,1,0.5,0,0.5,,
330,0.05257073045,1.407325745,0.5653738379,0,1.038920522,,1,0.5,0,0.5,,
331,0.05257210881,1.407179475,0.5652187467,0,1.038771152,,1,0.5,0,0.5,,
332,0.05257346854,1.406986237,0.5650774837,0,1.038605332,,1,0.5,0,0.5,,
333,0.05257481337,1.406866312,0.5649318099,0,1.038473845,,1,0.5,0,0.5,,
334,0.05257616192,1.406926751,0.5647797585,0,1.038429379,,1,0.5,0,0.5,,
335,0.0525774993,1.406731367,0.5646328926,0,1.038259625,,1,0.5,0,0.5,,
336,0.05257892236,1.406598926,0.5644893646,0,1.038123131,,1,0.5,0,0.5,,
337,0.05258031562,1.406466722,0.5643388033,0,1.03798306,,1,0.5,0,0.5,,
338,0.05258179829,1.406311154,0.5642040372,0,1.037839413,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=339 sur_raw(wl,dh,cong)=(0.0525848,0.563907,1.40594) px_raw(wl,den,cong)=(0.0652062,0.563907,1.18862) pv=0.94147 sur_n=1.0049/0.6945/0.9218 px_n=1.0176/0.6945/1.0466 gap_n(sur-px)=-0.0126/+0.0000/-0.1248 max_abs_gap=congestion(0.1248)
339,0.05258324742,1.40612483,0.5640428662,0,1.037667036,0.9414699215,1,0.5,0,0.5,,
340,0.05258476362,1.405938506,0.5639073849,0,1.037507772,,1,0.5,0,0.5,,
341,0.05258613452,1.405902982,0.5637837648,0,1.037429571,,1,0.5,0,0.5,,
342,0.05258750543,1.405908704,0.5636528134,0,1.037368298,,1,0.5,0,0.5,,
343,0.05258888006,1.406005025,0.5635091066,0,1.037345886,,1,0.5,0,0.5,,
344,0.0525902696,1.405904055,0.5633549094,0,1.037219763,,1,0.5,0,0.5,,
345,0.05259171873,1.406472206,0.5631954074,0,1.037425518,,1,0.5,0,0.5,,
346,0.05259314552,1.40630424,0.5630639791,0,1.037277222,,1,0.5,0,0.5,,
347,0.05259468034,1.40623951,0.5629292727,0,1.037179112,,1,0.5,0,0.5,,
348,0.05259618536,1.40612781,0.5627863407,0,1.037053227,,1,0.5,0,0.5,,
349,0.05259760469,1.405738115,0.5626136065,0,1.036773443,,1,0.5,0,0.5,,
350,0.05259913951,1.40671885,0.5624838471,0,1.037200451,,1,0.5,0,0.5,,
351,0.05260068178,1.406660438,0.5623370409,0,1.037099361,,1,0.5,0,0.5,,
352,0.05260222778,1.406776905,0.5621970892,0,1.037089229,,1,0.5,0,0.5,,
353,0.05260367692,1.406061888,0.5620483756,0,1.036658764,,1,0.5,0,0.5,,
354,0.05260496959,1.40674758,0.5619236231,0,1.036940575,,1,0.5,0,0.5,,
355,0.05260617286,1.406848431,0.561792016,0,1.036926389,,1,0.5,0,0.5,,
356,0.05260730535,1.406707644,0.5616466403,0,1.03678441,,1,0.5,0,0.5,,
357,0.05260833353,1.406353951,0.5615010858,0,1.036535859,,1,0.5,0,0.5,,
358,0.05260941014,1.406147122,0.5613980293,0,1.03638196,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=359 sur_raw(wl,dh,cong)=(0.0526116,0.561124,1.40618) px_raw(wl,den,cong)=(0.0652631,0.561124,1.19305) pv=0.942351 sur_n=1.0055/0.6911/0.9219 px_n=1.0185/0.6911/1.0505 gap_n(sur-px)=-0.0130/+0.0000/-0.1286 max_abs_gap=congestion(0.1286)
359,0.0526104942,1.405969381,0.5612694025,0,1.036229849,0.9423508195,1,0.5,0,0.5,,
360,0.05261163786,1.406180501,0.5611239672,0,1.036263943,,1,0.5,0,0.5,,
361,0.05261291564,1.404890656,0.560990274,0,1.035553455,,1,0.5,0,0.5,,
362,0.05261424184,1.404368639,0.5608825088,0,1.035239816,,1,0.5,0,0.5,,
363,0.05261542648,1.404239178,0.5607431531,0,1.035106659,,1,0.5,0,0.5,,
364,0.05261642858,1.404471993,0.5605992675,0,1.035152078,,1,0.5,0,0.5,,
365,0.05261744559,1.405213714,0.560477078,0,1.035462856,,1,0.5,0,0.5,,
366,0.05261863396,1.405241966,0.5603252053,0,1.035402179,,1,0.5,0,0.5,,
367,0.05261996761,1.405304074,0.5602022409,0,1.035373092,,1,0.5,0,0.5,,
368,0.05262136459,1.405109525,0.5600529313,0,1.035202622,,1,0.5,0,0.5,,
369,0.05262286589,1.404770255,0.5599266291,0,1.034971237,,1,0.5,0,0.5,,
370,0.05262441561,1.404558063,0.5598000288,0,1.034803391,,1,0.5,0,0.5,,
371,0.05262600631,1.405410051,0.5596719384,0,1.035166979,,1,0.5,0,0.5,,
372,0.05262754485,1.405388832,0.5595248938,0,1.035084367,,1,0.5,0,0.5,,
373,0.05262907967,1.40726006,0.5594058037,0,1.035961986,,1,0.5,0,0.5,,
374,0.05263059586,1.406667471,0.5592896938,0,1.035609245,,1,0.5,0,0.5,,
375,0.05263185874,1.406863809,0.559180975,0,1.035654306,,1,0.5,0,0.5,,
376,0.05263304338,1.406872511,0.5590552688,0,1.035596967,,1,0.5,0,0.5,,
377,0.05263414234,1.406524539,0.5589284897,0,1.035360694,,1,0.5,0,0.5,,
378,0.05263538286,1.406349659,0.5588361621,0,1.035228252,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=379 sur_raw(wl,dh,cong)=(0.0526381,0.558593,1.40598) px_raw(wl,den,cong)=(0.065319,0.558593,1.19106) pv=0.940146 sur_n=1.0060/0.6879/0.9218 px_n=1.0193/0.6879/1.0488 gap_n(sur-px)=-0.0134/+0.0000/-0.1270 max_abs_gap=congestion(0.1270)
379,0.05263669416,1.406164527,0.5587270856,0,1.035082459,0.9401464806,1,0.5,0,0.5,,
380,0.05263811722,1.405983329,0.5585926771,0,1.034926176,,1,0.5,0,0.5,,
381,0.05263957754,1.406044006,0.5584849715,0,1.034904003,,1,0.5,0,0.5,,
382,0.0526410155,1.406184316,0.5583893657,0,1.034927845,,1,0.5,0,0.5,,
383,0.05264253169,1.405977488,0.5582737327,0,1.034768105,,1,0.5,0,0.5,,
384,0.05264409631,1.405825377,0.558159411,0,1.034636497,,1,0.5,0,0.5,,
385,0.05264552683,1.405648947,0.5580335855,0,1.034486771,,1,0.5,0,0.5,,
386,0.05264693871,1.405699492,0.5579097271,0,1.034451485,,1,0.5,0,0.5,,
387,0.05264837667,1.405292153,0.5577867031,0,1.034187794,,1,0.5,0,0.5,,
388,0.05264985189,1.405260205,0.5576629043,0,1.034111381,,1,0.5,0,0.5,,
389,0.05265138671,1.405187011,0.5575709343,0,1.034030318,,1,0.5,0,0.5,,
390,0.05265285447,1.402050734,0.5574443936,0,1.03240037,,1,0.5,0,0.5,,
391,0.05265423283,1.401831865,0.5573527217,0,1.03224659,,1,0.5,0,0.5,,
392,0.05265565589,1.402214408,0.5572546721,0,1.032390237,,1,0.5,0,0.5,,
393,0.05265725777,1.400488496,0.5571480393,0,1.031475544,,1,0.5,0,0.5,,
394,0.05265881866,1.400441051,0.5570411086,0,1.031399965,,1,0.5,0,0.5,,
395,0.05266043544,1.400361776,0.5569286942,0,1.031305671,,1,0.5,0,0.5,,
396,0.05266197026,1.40020442,0.5568085313,0,1.031168461,,1,0.5,0,0.5,,
397,0.05266357213,1.399906516,0.5566916466,0,1.030962706,,1,0.5,0,0.5,,
398,0.05266523734,1.399705768,0.5565799475,0,1.030808091,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=399 sur_raw(wl,dh,cong)=(0.0526684,0.556361,1.40034) px_raw(wl,den,cong)=(0.0653773,0.556361,1.19185) pv=0.939481 sur_n=1.0065/0.6852/0.9181 px_n=1.0202/0.6852/1.0495 gap_n(sur-px)=-0.0137/+0.0000/-0.1314 max_abs_gap=congestion(0.1314)
399,0.05266683549,1.400549293,0.5564716458,0,1.031177282,0.9394807011,1,0.5,0,0.5,,
400,0.05266838893,1.400338173,0.5563608408,0,1.0310179,,1,0.5,0,0.5,,
401,0.05266998708,1.400153756,0.556257844,0,1.030875802,,1,0.5,0,0.5,,
402,0.0526715368,1.399819136,0.5561537147,0,1.030658007,,1,0.5,0,0.5,,
403,0.052673053,1.402381897,0.5560396314,0,1.031883836,,1,0.5,0,0.5,,
404,0.05267441273,1.402300835,0.5559561849,0,1.031802893,,1,0.5,0,0.5,,
405,0.05267570168,1.402243733,0.5558516383,0,1.03172338,,1,0.5,0,0.5,,
406,0.052676972,1.401986957,0.5557675958,0,1.031554222,,1,0.5,0,0.5,,
407,0.05267838389,1.401852489,0.5556525588,0,1.03143096,,1,0.5,0,0.5,,
408,0.05268000811,1.401861787,0.5555528402,0,1.031387329,,1,0.5,0,0.5,,
409,0.05268162489,1.401889443,0.555449605,0,1.031351089,,1,0.5,0,0.5,,
410,0.05268321559,1.401840091,0.555339694,0,1.031273127,,1,0.5,0,0.5,,
411,0.05268472433,1.401613116,0.5552232265,0,1.031102896,,1,0.5,0,0.5,,
412,0.0526861921,1.401436567,0.555113852,0,1.030961394,,1,0.5,0,0.5,,
413,0.05268755928,1.401285529,0.5550140142,0,1.030837297,,1,0.5,0,0.5,,
414,0.05268894136,1.400852323,0.5549008846,0,1.0305655,,1,0.5,0,0.5,,
415,0.05269035324,1.400740266,0.5548183322,0,1.030469656,,1,0.5,0,0.5,,
416,0.05269177258,1.400560021,0.5547044277,0,1.030323982,,1,0.5,0,0.5,,
417,0.05269306526,1.400364041,0.554594636,0,1.030172348,,1,0.5,0,0.5,,
418,0.0526943244,1.400358558,0.5544953346,0,1.030121326,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=419 sur_raw(wl,dh,cong)=(0.0526969,0.554305,1.3999) px_raw(wl,den,cong)=(0.0654316,0.554305,1.19297) pv=0.939069 sur_n=1.0071/0.6827/0.9178 px_n=1.0211/0.6827/1.0505 gap_n(sur-px)=-0.0140/+0.0000/-0.1326 max_abs_gap=congestion(0.1326)
419,0.05269562081,1.400150418,0.5543860793,0,1.029963851,0.9390689828,1,0.5,0,0.5,,
420,0.05269687623,1.399895668,0.5543048382,0,1.029797077,,1,0.5,0,0.5,,
421,0.05269825831,1.399979949,0.5542160869,0,1.029796243,,1,0.5,0,0.5,,
422,0.05269976333,1.39988637,0.554099977,0,1.029692888,,1,0.5,0,0.5,,
423,0.05270138383,1.399643421,0.5539849997,0,1.029515624,,1,0.5,0,0.5,,
424,0.05270291865,1.399390817,0.5538948178,0,1.029345751,,1,0.5,0,0.5,,
425,0.05270437524,1.399081826,0.553796947,0,1.02914381,,1,0.5,0,0.5,,
426,0.05270584673,1.39922595,0.5537206531,0,1.029179096,,1,0.5,0,0.5,,
427,0.05270736665,1.399075866,0.5536336303,0,1.029062152,,1,0.5,0,0.5,,
428,0.05270879716,1.398992658,0.5535307527,0,1.02897048,,1,0.5,0,0.5,,
429,0.05271015689,1.399686575,0.5534325242,0,1.029269695,,1,0.5,0,0.5,,
430,0.05271150172,1.399550915,0.5533310175,0,1.029152393,,1,0.5,0,0.5,,
431,0.0527129285,1.399334788,0.5532078147,0,1.028984189,,1,0.5,0,0.5,,
432,0.05271437392,1.399366617,0.5531099439,0,1.028952599,,1,0.5,0,0.5,,
433,0.05271580815,1.399138451,0.553021729,0,1.028795958,,1,0.5,0,0.5,,
434,0.05271724984,1.398776889,0.5529087186,0,1.028560042,,1,0.5,0,0.5,,
435,0.05271862447,1.3984164,0.5527994037,0,1.028326511,,1,0.5,0,0.5,,
436,0.05272001401,1.398200989,0.5527158976,0,1.028178453,,1,0.5,0,0.5,,
437,0.05272135139,1.398776174,0.5526131988,0,1.028416038,,1,0.5,0,0.5,,
438,0.05272283405,1.398954034,0.5524948835,0,1.02844727,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=439 sur_raw(wl,dh,cong)=(0.0527262,0.552304,1.39848) px_raw(wl,den,cong)=(0.0654852,0.552304,1.19678) pv=0.940026 sur_n=1.0076/0.6802/0.9169 px_n=1.0219/0.6802/1.0538 gap_n(sur-px)=-0.0143/+0.0000/-0.1369 max_abs_gap=congestion(0.1369)
439,0.05272451788,1.398756981,0.5524030924,0,1.028304577,0.9400260705,1,0.5,0,0.5,,
440,0.05272617936,1.39847815,0.5523043871,0,1.028117418,,1,0.5,0,0.5,,
441,0.05272778124,1.398255348,0.5522161722,0,1.027963519,,1,0.5,0,0.5,,
442,0.05272934586,1.398077369,0.5521419048,0,1.027838945,,1,0.5,0,0.5,,
443,0.05273083597,1.398056984,0.552018702,0,1.027768612,,1,0.5,0,0.5,,
444,0.05273236334,1.397870898,0.5519413352,0,1.027638435,,1,0.5,0,0.5,,
445,0.05273390934,1.397541165,0.5518636107,0,1.027436256,,1,0.5,0,0.5,,
446,0.05273551866,1.397122145,0.5517664552,0,1.027179837,,1,0.5,0,0.5,,
447,0.05273699388,1.396914244,0.551678896,0,1.027033567,,1,0.5,0,0.5,,
448,0.05273859203,1.396690249,0.5515809655,0,1.026874185,,1,0.5,0,0.5,,
449,0.05274016038,1.396596551,0.55148983,0,1.026783347,,1,0.5,0,0.5,,
450,0.05274156108,1.396697521,0.5513937473,0,1.026787162,,1,0.5,0,0.5,,
451,0.05274295062,1.395952463,0.5512880683,0,1.026363254,,1,0.5,0,0.5,,
452,0.05274433643,1.398545027,0.5511906743,0,1.027612209,,1,0.5,0,0.5,,
453,0.05274567008,1.398360848,0.55108881,0,1.027470469,,1,0.5,0,0.5,,
454,0.05274697766,1.398506284,0.5510268807,0,1.027513504,,1,0.5,0,0.5,,
455,0.05274832994,1.398615837,0.5509243608,0,1.027518392,,1,0.5,0,0.5,,
456,0.05274989456,1.398250103,0.5508369207,0,1.027293444,,1,0.5,0,0.5,,
457,0.05275147036,1.397992849,0.5507465005,0,1.027121186,,1,0.5,0,0.5,,
458,0.05275295302,1.397803783,0.5506485105,0,1.026979089,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=459 sur_raw(wl,dh,cong)=(0.0527559,0.55044,1.39734) px_raw(wl,den,cong)=(0.065538,0.55044,1.20165) pv=0.941582 sur_n=1.0082/0.6779/0.9162 px_n=1.0228/0.6779/1.0581 gap_n(sur-px)=-0.0145/+0.0000/-0.1420 max_abs_gap=congestion(0.1420)
459,0.05275435746,1.397650957,0.5505577326,0,1.026858687,0.9415817134,1,0.5,0,0.5,,
460,0.05275590718,1.397341967,0.5504400134,0,1.026646852,,1,0.5,0,0.5,,
461,0.05275747925,1.397155285,0.5503339171,0,1.026502132,,1,0.5,0,0.5,,
462,0.05275911465,1.397028208,0.5502485037,0,1.026397467,,1,0.5,0,0.5,,
463,0.05276086554,1.396920443,0.5501336455,0,1.026287913,,1,0.5,0,0.5,,
464,0.05276247486,1.396610975,0.5500186682,0,1.026077271,,1,0.5,0,0.5,,
465,0.05276407301,1.396036744,0.5499223471,0,1.025743604,,1,0.5,0,0.5,,
466,0.05276574567,1.39270556,0.5498344302,0,1.024035692,,1,0.5,0,0.5,,
467,0.05276743323,1.39253962,0.5497291684,0,1.02390182,,1,0.5,0,0.5,,
468,0.05276902765,1.392915368,0.5496133566,0,1.024033427,,1,0.5,0,0.5,,
469,0.0527705662,1.392787814,0.5495262146,0,1.023927569,,1,0.5,0,0.5,,
470,0.05277214572,1.392830014,0.5494421124,0,1.023908138,,1,0.5,0,0.5,,
471,0.05277365074,1.392672539,0.5493613482,0,1.023790598,,1,0.5,0,0.5,,
472,0.05277499557,1.392460227,0.549286902,0,1.0236485,,1,0.5,0,0.5,,
473,0.05277625099,1.392236114,0.5492058992,0,1.023497224,,1,0.5,0,0.5,,
474,0.05277744681,1.389834762,0.5491303205,0,1.022259951,,1,0.5,0,0.5,,
475,0.05277867243,1.389763594,0.549043715,0,1.022182345,,1,0.5,0,0.5,,
476,0.05277991295,1.38951695,0.548951447,0,1.022014141,,1,0.5,0,0.5,,
477,0.0527812764,1.393095136,0.5488684773,0,1.023763061,,1,0.5,0,0.5,,
478,0.05278258026,1.393125653,0.5487708449,0,1.023730755,,1,0.5,0,0.5,,
[surrogate_vs_proxy] epoch=479 sur_raw(wl,dh,cong)=(0.0527852,0.548588,1.38867) px_raw(wl,den,cong)=(0.0655899,0.548588,1.2029) pv=0.941333 sur_n=1.0088/0.6756/0.9105 px_n=1.0236/0.6756/1.0592 gap_n(sur-px)=-0.0148/+0.0000/-0.1487 max_abs_gap=congestion(0.1487)
479,0.05278391019,1.388804793,0.5486828089,0,1.021527767,0.941333496,1,0.5,0,0.5,,
480,0.05278519168,1.388665199,0.5485883951,0,1.021412015,,1,0.5,0,0.5,,
481,0.05278650671,1.389104366,0.5484930873,0,1.021585226,,1,0.5,0,0.5,,
482,0.05278776586,1.389180183,0.5483968258,0,1.021576285,,1,0.5,0,0.5,,
483,0.05278895795,1.388923645,0.5483133197,0,1.021407366,,1,0.5,0,0.5,,
484,0.0527901426,1.388897896,0.5482222438,0,1.021350145,,1,0.5,0,0.5,,
485,0.05279134959,1.388666034,0.5481233001,0,1.021185994,,1,0.5,0,0.5,,
486,0.05279271677,1.388101101,0.5480419397,0,1.020864248,,1,0.5,0,0.5,,
487,0.05279412866,1.388322234,0.5479605198,0,1.020935535,,1,0.5,0,0.5,,
488,0.05279536173,1.388167381,0.5478633642,0,1.020810723,,1,0.5,0,0.5,,
489,0.05279665813,1.38810432,0.5477725863,0,1.020735145,,1,0.5,0,0.5,,
490,0.05279807001,1.387977123,0.5476828218,0,1.020627975,,1,0.5,0,0.5,,
491,0.05279944465,1.387352347,0.547593534,0,1.020272374,,1,0.5,0,0.5,,
492,0.05280077457,1.387178063,0.547519803,0,1.020149708,,1,0.5,0,0.5,,
493,0.05280212313,1.387504697,0.547431469,0,1.020270228,,1,0.5,0,0.5,,
494,0.05280347914,1.386154056,0.5473514795,0,1.019556284,,1,0.5,0,0.5,,
495,0.05280477554,1.384899855,0.5472581983,0,1.018883824,,1,0.5,0,0.5,,
